姓名,選區,政黨,現任立委,曾任立委,生日,年齡,照片,wiki,FB 粉絲專頁,學歷,學歷連結,經歷,經歷連結,政見,政見連結
林佳新,臺中市第一選舉區,中國國民黨,N,N,,,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/71075785_2092390137529759_669708091482177536_n.jpg?_nc_cat=108&_nc_oc=AQky6KRjrrWZZaiW0IMNCVhkJHuC3VLzwvslbbhHx_1EHGkxqVcVgpYSTMnJZA3T8vQ9-sK7FOsGDD4BNQ5agx6e&_nc_ht=scontent.ftpe7-3.fna&oh=d4892264f583884e6d47d20fb3cee81e&oe=5E87F96A,https://zh.wikipedia.org/wiki/林佳新,https://www.facebook.com/林佳新-1665203563581754/,,,,,,
蔡其昌,臺中市第一選舉區,民主進步黨,Y,Y,1969-04-16,51,http://www.ly.gov.tw/Images/Legislators/90089.jpg,https://zh.wikipedia.org/wiki/蔡其昌,https://www.facebook.com/taichunggogogo/,中興大學財金所EMBA碩士 ;東海大學歷史研究所碩士 ;東海大學歷史學系畢業 ;清水高中 ;沙鹿國中 ;清水國小;,立法院OpenData,"中興大學財金所博士班 ;立法院民主進步黨團幹事長 ;第6屆、第8屆立法委員 ;民主進步黨中常委、發言人 ;臺中縣政府民政局長 ;臺中縣工業策進會總幹事 ;靜宜大學、聯合大學兼任講師 ;台中市壘球委員會主任委員;
  ;",立法院OpenData,,
黃朝淵,臺中市第一選舉區,親民黨,N,N,,,,,,,,,,,
顏寬恒,臺中市第二選舉區,中國國民黨,Y,Y,1977-09-14,42,http://www.ly.gov.tw/Images/Legislators/90106.jpg,https://zh.wikipedia.org/wiki/顏寬恒,https://www.facebook.com/kuanheng99/,建國工專機械工程科;美國舊金山多明尼肯大學企管碩士;中華大學行政管理研究所碩士;,立法院OpenData,第8、9屆立法委員;龍井區龍井國小榮譽會長;台中市龍獅文化協會榮譽會長;台中市救國團團委會指導委員;中華民國不動產經紀人協會榮譽顧問;大甲鎮瀾宮兒童家園志工;財團法人祥和文教基金會董事;台中市後備指揮部發展委員;台中市跨業交流協會顧問;台中市新移民女性家庭,立法院OpenData,,
陳柏惟,臺中市第二選舉區,台灣基進,N,N,1985-07-10,34,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/69548650_927536777579314_7685207273060171776_n.jpg?_nc_cat=1&_nc_oc=AQm94KpjBfeio1HXxYp8xVl7tPXnmrX5LvFVd2-4CTEMbeh4fNEIxXeinfpe0CExIHEnT0cXiXOt_PgrzPhRIMJR&_nc_ht=scontent.ftpe7-4.fna&oh=937376b5495464dc8e38fb82398003e5&oe=5E86D5FE,,https://www.facebook.com/3Q.PehUi/,,,,,,
楊瓊瓔,臺中市第三選舉區,中國國民黨,N,Y,1964-10-19,55,http://www.ly.gov.tw/Images/Legislators/81081.jpg,https://zh.wikipedia.org/wiki/楊瓊瓔,https://www.facebook.com/%E5%A5%BD%E7%AB%8B%E5%A7%94-%E6%A5%8A%E7%93%8A%E7%93%94-195094157238158/,東海大學公共事務碩士畢業;東海大學社會學系畢業;,立法院OpenData,"立法院第4、5、6、7屆立法委員;立法院國民黨團書記長;立法院財政、教育及文化委員會召集委員;台灣省議會第9、10屆省議員;台中市體育會槌球委員會主任委員;台中市八二三戰友協會顧問;中英獅子會會長;台中港女國際同際會會長;清水高中校友會會長;
  ;",立法院OpenData,,
張睿倉,臺中市第三選舉區,台灣民眾黨,N,N,,,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/70926856_120143446048842_2341641359762391040_o.jpg?_nc_cat=102&_nc_oc=AQl8bhzUahzTJ3E-qQYDO8fXqe23JGAlJDK_yqHzHg_xrxIDTnl3SkOf4_oiVulOp9-cKEz3LmKV3aIwGl5FEgTK&_nc_ht=scontent.ftpe7-3.fna&oh=6f0055ef173e9c682de85b449c1333d2&oe=5E87882F,,https://www.facebook.com/ChangRueiTsang180/,,,,,,
洪慈庸,臺中市第三選舉區,無黨籍,Y,Y,1982-12-20,37,http://www.ly.gov.tw/Images/Legislators/90043.jpg,https://zh.wikipedia.org/wiki/洪慈庸,https://www.facebook.com/newpowerhung/,后里區內埔國小;臺中市后里國中;國立台中商專;國立高雄第一科技大學行銷與流通管理學系;,立法院OpenData,"時代力量黨青年事務委員會召集人;臺灣青年基金會副執行長;洪仲丘事件洪家對外代表;遠綠科技公司專案經理;GfK捷孚凱行銷研究顧問公司零售通路服務專員;
  ;",立法院OpenData,,
黃馨慧,臺中市第四選舉區,中國國民黨,N,N,1956-11-27,63,http://commons.wikimedia.org/wiki/Special:FilePath/Huang%20sinhuei20190701.jpg,https://zh.wikipedia.org/wiki/黃馨慧,https://www.facebook.com/hsinghwi200/,,,,,,
張廖萬堅,臺中市第四選舉區,民主進步黨,Y,Y,1965-02-09,55,http://www.ly.gov.tw/Images/Legislators/90053.jpg,https://zh.wikipedia.org/wiki/張廖萬堅,https://www.facebook.com/wanchien0209/,東海大學EMBA高階管理學院碩士;東吳大學政治學研究所碩士班;輔仁大學大眾傳播系;國立台中一中;,立法院OpenData,"民進黨中央黨部執行委員;大臺中直轄市第1、2屆市議員;第14、15、16屆臺中市議員;民進黨臺中市黨部第11屆主任委員;臺中市棒球委員會主任委員;中華民國棒球協會理事;
  ;",立法院OpenData,,
張渝江,臺中市第四選舉區,台灣民眾黨,N,N,,,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/74234804_2790724924306046_7762255808074612736_n.jpg?_nc_cat=104&_nc_oc=AQkuOzR4Th_2rATf1tbzKvm6TXGtQawfqACM1pxTLHDFuIEBnosO3rQT6S2zGmXSGZOMBL8adQ_M2cx4t76TS0Wy&_nc_ht=scontent.ftpe7-2.fna&oh=63828b792c30f99e5224a7906fbd1f00&oe=5E8C70A8,,https://www.facebook.com/eugenepechang/,,,,,,
楊書銘,臺中市第四選舉區,國會政黨聯盟,N,N,,,,,,,,,,,
王全中,臺中市第四選舉區,親民黨,N,N,,,,,,,,,,,
林金連,臺中市第四選舉區,無黨籍,N,N,,,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/70589901_120678049320549_7426377391158591488_o.jpg?_nc_cat=106&_nc_oc=AQkqzqWhyowLtDKd4W9dd__4qRoqSAVvTgqKqOsToZVH3-WUmGMNSifpfB8PEWAybaI6mMEs0mQvZT2QVc_KMZQz&_nc_ht=scontent.ftpe7-1.fna&oh=d019e5793904970344df5547be684367&oe=5E5226D3,,https://www.facebook.com/%E6%9E%97%E9%87%91%E9%80%A3-%E8%87%BA%E4%B8%AD%E5%B8%82-%E8%A5%BF%E5%8D%97%E5%B1%AF%E7%AB%8B%E5%A7%94%E5%8F%83%E9%81%B8%E4%BA%BA-120674382654249/,,,,,,
沈智慧,臺中市第五選舉區,中國國民黨,Y,Y,1957-09-16,62,http://www.ly.gov.tw/Images/Legislators/90122.jpg,https://zh.wikipedia.org/wiki/沈智慧_,https://www.facebook.com/eqmame.tw/,南開大學經濟管理學博士（天津）;政法大學經濟法學博士（北京）;文化大學新聞系、企業管理系雙學士（台北）;,立法院OpenData,立法院立法委員（第九屆補選）;中國國民黨中央委員會常務委員（中常委）;中國國民黨立法院黨團司法及法制委員會委員長（第九屆第七會期）;中華華夏文化交流協會理事長;中華關愛社會福利協會理事長;臺中市大樓社會協進會創會理事長;立法院立法委員（第一至第六屆）;立法,立法院OpenData,,
莊競程,臺中市第五選舉區,民主進步黨,N,N,,,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/75317265_147393629969272_1827916408772624384_n.jpg?_nc_cat=103&_nc_oc=AQkn9whxWPb6kpbM0RBLwAKmN4lOn71s_vIXHicY-q4xJJn75wvMCveubYTwCHNiwlCwkCs-QRlOd7HvdeYu4aAP&_nc_ht=scontent.ftpe7-3.fna&oh=7f220aa524adbe1682f517c28030ef6e&oe=5E511699,,https://www.facebook.com/Power3C/,,,,,,
謝文卿,臺中市第五選舉區,台灣民眾黨,N,N,,,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/75047864_123304269104889_8669439143933116416_o.jpg?_nc_cat=108&_nc_oc=AQlkvnAG7RSvcMlM_k89VnLGFtNnFDthU_4GWTxPAb4kYm6Zg0y0SuZkaaWOE3k5sd676msAs-lIpeeWosiRElsa&_nc_ht=scontent.ftpe7-3.fna&oh=6021f6e84cb1cf4168a6e6a28fb8f1bf&oe=5E4D782F,,https://www.facebook.com/kevin168168/,,,,,,
林秋屏,臺中市第五選舉區,安定力量,N,N,,,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/74398546_150925756292304_8491645489496719360_n.jpg?_nc_cat=108&_nc_oc=AQkShID4cKp6WofeHHaiT_k0c2ys87xr8L0PcqXqLYHnYNLyS8iEpp5uiDXLp5l0ZOpyhUVJc5LE9BC42JPMLcVU&_nc_ht=scontent.ftpe7-3.fna&oh=b59c9f8bc7a2569fc3eeebf83219e9ff&oe=5E56FEF6,,https://www.facebook.com/evangelion.ping/,,,,,,
朱立凡,臺中市第五選舉區,宗教聯盟,N,N,,,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/22555110_1467452800029515_3242231394819519246_n.jpg?_nc_cat=104&_nc_oc=AQnqKzhkXubNF8BhyiO58z7OIHa2P3oY0JdYpS1h3Rd9MwfboGJwJMghRd3Z3PP_eeZk2GZOnI3ou9CNkbkUTvoS&_nc_ht=scontent.ftpe7-2.fna&oh=586835b3552eb62ad236ee00345690d6&oe=5E48DB42,,https://www.facebook.com/Forlifanshow/,,,,,,
賴建豪,臺中市第五選舉區,親民黨,N,N,,,,,,,,,,,
劉國隆,臺中市第五選舉區,無黨籍,N,N,1959-11-26,60,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/47222586_2084691814927908_411149153297498112_n.jpg?_nc_cat=101&_nc_oc=AQlFe9wl4rFqDOl4PMYgED85p5jLWJWDUjTlWeGmtezAsPtySg_6UFYA_uPdTQpzfLn2odlRypFHFWrPNh-Vds5F&_nc_ht=scontent.ftpe7-4.fna&oh=5c16246d85f7bc51f5bc9e3b8c9fdf7b&oe=5E58963C,https://zh.wikipedia.org/wiki/劉國隆,https://www.facebook.com/%E5%8A%89%E5%9C%8B%E9%9A%86%E5%BB%BA%E7%AF%89%E5%B8%AB-889579694439132/,,,,,,
段體佩,臺中市第五選舉區,無黨籍,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/68940425_522376288507362_3625789731763126272_n.jpg?_nc_cat=107&_nc_oc=AQm9rm1NNx1MPodKAF_XEaz2piJN_72VVDYaDXgEZD7Ve0K68F9INcMxPdFMXSBWFP4AaurPF6-1LQprGPHB_DDp&_nc_ht=scontent.ftpe7-4.fna&oh=931fd28009a7d95283d7de1164095fb9&oe=5E87C9F6,,https://www.facebook.com/%E5%B0%8F%E5%B8%82%E6%B0%91%E6%AE%B5%E9%AB%94%E4%BD%A9-445714529506872/,,,,,,
李中,臺中市第六選舉區,中國國民黨,N,N,,,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/70505813_2663257207032315_459781845379186688_n.jpg?_nc_cat=104&_nc_oc=AQmr1XyfQ8huqZkEaeUI8X0kg-4dGMsJ4EyYMk3OdUBK4u5MtaeUocCak5-C_zdVw617LjyK8dXikCh2fAGdiN3k&_nc_ht=scontent.ftpe7-2.fna&oh=e46cb73b6f560029d3fb45596b3afc28&oe=5E550A8E,https://zh.wikipedia.org/wiki/李中_,https://www.facebook.com/iloveleechang/,,,,,,
黃國書,臺中市第六選舉區,民主進步黨,Y,Y,1964-01-03,56,http://www.ly.gov.tw/Images/Legislators/90078.jpg,https://zh.wikipedia.org/wiki/黃國書_,https://www.facebook.com/%E9%BB%83%E5%9C%8B%E6%9B%B8-566381323386617/,國立中興大學國際政治研究所碩士;國立臺北藝術大學;國立臺中一中;,立法院OpenData,"第8屆立法委員;臺中市議員（連任五屆）;民進黨第7屆中央評議委員;臺中市醫師公會顧問;臺中市棒球委員會副主委;臺中市圍棋協會理事長;臺中一中校友會監事;臺中市書法協會理事;臺中市西屯扶輪社社友;
  ;",立法院OpenData,,
梁雅羿,臺中市第六選舉區,台灣維新,N,N,,,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/72939075_415619816053215_3895315675664613376_n.jpg?_nc_cat=109&_nc_oc=AQnGDSM3A83heIOrzMopaArRdTEh3UxrQsDmiu-C6Yai-8MQfagyVzJ2QhQ5MbimShYujNb-6b2pJ-cS0Vq58Oa0&_nc_ht=scontent.ftpe7-2.fna&oh=9c2966cec834ee4face987bafc5208ea&oe=5E59D1F7,,https://www.facebook.com/Yayiitaiwan/,,,,,,
洪偉富,臺中市第六選舉區,宗教聯盟,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/71036419_1124030807797484_5030553258020569088_n.jpg?_nc_cat=101&_nc_oc=AQlPyZyKIKVSNFdmTwQP-Qvj9u4x71g7dCd1KYth0vZZS4_VmbxmrHTH44Q-edRMoNtPK1RpDdjNPRpV-vsFRl55&_nc_ht=scontent.ftpe7-4.fna&oh=3ff3e89b34ee8d1b2406194b950eff8f&oe=5E89024E,,https://www.facebook.com/%E6%B4%AA%E5%81%89%E5%AF%8C-957194977814402/,,,,,,
吳光中,臺中市第六選舉區,親民黨,N,N,,,,,,,,,,,
苗豐隆,臺中市第六選舉區,無黨籍,N,N,,,,,,,,,,,
莊子富,臺中市第七選舉區,中國國民黨,N,N,1971-03-21,49,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/67728300_380098336040981_355120433042817024_n.png?_nc_cat=108&_nc_oc=AQkmAcKeQigPOJU8EcjoaaY4_YbuJAxD_Bgk77tbHexH35vMGIdrKpHGMV_BGZ683NrdT2K5uqGtgxaBdej-_Tpv&_nc_ht=scontent.ftpe7-3.fna&oh=d080e9f03ac508c912d89770c0be1613&oe=5E5ABA42,https://zh.wikipedia.org/wiki/莊子富,https://www.facebook.com/FM1007Nico/,,,,,,
何欣純,臺中市第七選舉區,民主進步黨,Y,Y,1973-12-18,46,http://www.ly.gov.tw/Images/Legislators/90010.jpg,https://zh.wikipedia.org/wiki/何欣純,https://www.facebook.com/94achun/,塗城國小;成功國中;臺中女中;國立成功大學;英國約克大學婦女研究碩士;,立法院OpenData,"第8屆立法委員（公督盟評鑑教育文化委員會優秀立委、財促院評鑑教育組績優立委）;立法院民進黨黨團副書記長;第一屆大臺中市議員;第15、16屆台中縣議員;家扶中心北台中區副主任;福田行善會、廣亮、同心、和風、合濟、眾愛等慈善團體會員;
  ;",立法院OpenData,,
林培基,臺中市第七選舉區,一邊一國行動黨,N,N,,,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/72129601_104133047671382_1911572209806082048_o.jpg?_nc_cat=103&_nc_oc=AQkgNINSkxpmfpn6iCFtS_PUOWa_XQ05eTiE_ODkNG91Mse_l5L6TN5raeVohmh3BxdOGyh58FGpoYrLTE9KKFJp&_nc_ht=scontent.ftpe7-3.fna&oh=52038c06aea295fcb1c84e231db8479b&oe=5E4C349E,,https://www.facebook.com/%E6%9E%97%E5%9F%B9%E5%9F%BA-%E5%A4%A7%E9%87%8C%E5%A4%AA%E5%B9%B3%E7%AB%8B%E5%A7%94%E5%80%99%E9%81%B8%E4%BA%BA-104129587671728/,,,,,,
江啟臣,臺中市第八選舉區,中國國民黨,Y,Y,1972-03-02,48,http://www.ly.gov.tw/Images/Legislators/90009.jpg,https://zh.wikipedia.org/wiki/江啟臣,https://www.facebook.com/johnnyccchiang/,美國南卡羅萊納大學國際關係博士;美國匹茲堡大學國際事務碩士;國立政治大學外交學系;台中一中;豐南國中;瑞穗國小;,立法院OpenData,"中華民國第8屆立法委員;行政院新聞局局長;東吳大學政治系專任副教授;立法院中華民國與新加坡國會議員友好協會會長;台灣經濟研究院國際處代處長;台灣新世代關懷協會理事長;公民監督國會聯盟、財經立法促進院評選為立法院績優委員;
  ;",立法院OpenData,,
翁美春,臺中市第八選舉區,民主進步黨,N,N,1963-01-01,57,https://reurl.cc/EKbZ8R,https://zh.wikipedia.org/wiki/翁美春,https://www.facebook.com/IamMeiChun/,亞洲大學管理學院財務金融學系碩士畢業;全德高級工商職業學校（現今弘文中學）畢業,https://votetw.com/wiki/翁美春,大台中市第一、二屆市議員; 台中縣第十六屆縣議員;台中市議員警消環衛召集人;民進黨團幹事長;民進黨團書記長;民進黨台中縣黨部婦女組組長;翁子義警分隊顧問;六合慈善會理事; 美豐獅子顧問;台中縣記帳士公會顧問,https://election.storm.mg/candidate/11605,,
朱智德,臺中市第八選舉區,台灣維新,N,N,,,https://reurl.cc/jdmg7M,N/A,https://www.facebook.com/JeffUBI420/,台中市豐原區南陽國小;台中市豐原區豐東國中;台中市立后綜高中;國立台灣大學政治學系輔哲學系畢業;國立陽明大學醫學院腦科學研究所研究生,https://www.facebook.com/pg/JeffUBI420/about/?ref=page_internal,台灣無條件基本收入協會 理事;障礙者服務人員產業工會籌備會 發起人;手天使 性義工;台灣佳士工人聲援團 發言人;勞權公投聯盟 主持及發言數次;左翼聯盟 前中央委員;新活力自立生活協會 理事;中研院人文講座 助教;愛閱二手書坊 志工;國立陽明大學批判思想社;國立台灣大學大陸社;國立台灣大學學生會福利部,https://www.facebook.com/pg/JeffUBI420/about/?ref=page_internal,,
蔡育輝,臺南市第一選舉區,中國國民黨,N,N,1959-09-25,60,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/70784864_3016361518437345_7776910416877191168_n.jpg?_nc_cat=108&_nc_oc=AQms8G2WqDPyDev6YKxtqkApCS6IZA0TvUfn20_5lMuntRi_occ88tX_bnDhpgZTOcMYeSyomGHdTkjxtdYIRrM6&_nc_ht=scontent.ftpe7-3.fna&oh=a3a6fd1b0226d569cfe1a4425787743c&oe=5E5A11F2,https://zh.wikipedia.org/wiki/蔡育輝,https://www.facebook.com/yuhui877/,,,,,,
賴惠員,臺南市第一選舉區,民主進步黨,N,N,1961-06-05,58,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/74282553_2934277063259724_3970847211050237952_n.png?_nc_cat=109&_nc_oc=AQnF5xm39JJDMuk-ihiT765LNw654fAhGHW6QUQKjJnY_ZcoHdWYLtwjTvpeW929VNa2mtnXEEHRhC0OYqaLoLjs&_nc_ht=scontent.ftpe7-2.fna&oh=bb3ee49e9fd5c4088c7b86a7373eb978&oe=5E5B75A6,https://zh.wikipedia.org/wiki/賴惠員,https://www.facebook.com/liahuiyuan/,,,,,,
黃天辰,臺南市第一選舉區,台灣民意黨,N,N,,,,,,,,,,,
蘇志仁,臺南市第一選舉區,宗教聯盟,N,N,,,,,,,,,,,
顏耀星,臺南市第一選舉區,台灣民眾黨,N,N,,,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/75522022_109944983774259_6754019236135305216_o.jpg?_nc_cat=103&_nc_oc=AQme5OKaKhu2s5dKL6h9Nk4fkySDIp7hmPeLsoHq9eJIj_vY9a9WkzY3JFOGTJ1hfCpHwXzp2gHWshC53NVm9zHo&_nc_ht=scontent.ftpe7-3.fna&oh=6cb3e1d165370221ef4fb8f3ae0aae37&oe=5E4C7686,,https://www.facebook.com/SuperStarYen/,,,,,,
蔡承攸,臺南市第一選舉區,無黨籍,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/71715647_125102708878983_3415331914737778688_o.jpg?_nc_cat=105&_nc_oc=AQnQwsMB3iJ8wR0dBe09tnXYvx8X1DEuUETD3_L26aa5eHFRJobvIIOTcUs6RhOPQN0XjcRbo34UMnQU4HYga9Qs&_nc_ht=scontent.ftpe7-4.fna&oh=9d02a7ca4fba46cc3a7e39e06e2959e7&oe=5E859F2F,,https://www.facebook.com/Goingchi/,,,,,,
李武龍,臺南市第二選舉區,中國國民黨,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/74527626_739827763199940_6516421061205032960_n.jpg?_nc_cat=101&_nc_oc=AQkwdVFEInMru2tKRD3yTt_kqoFtC1bmoauTUP48BK_Yywt6V5xEa6NfzvKQgNfdYTGGsrmzpPAIxU1399gzVn3u&_nc_ht=scontent.ftpe7-4.fna&oh=2e961f79d7dc5f81649c7a109d903dfd&oe=5E4C6B78,https://zh.wikipedia.org/wiki/李武龍,https://www.facebook.com/liwulong.2020/,,,,,,
郭國文,臺南市第二選舉區,民主進步黨,Y,Y,1967-03-11,53,http://www.ly.gov.tw/Images/Legislators/90125.jpg,https://zh.wikipedia.org/wiki/郭國文,https://www.facebook.com/gogowin2010/,行政院勞動部政務次長;長榮大學助理教授;臺南市議會民進黨團總召;臺南市議會第一、二屆議員;臺南縣政府行政管理處處長;民進黨臺南縣黨部主任委員;任務型國民大會代表;,立法院OpenData,"國立成功大學政治經濟研究所博士;國立臺灣大學國家發展研究所碩士;
  ;",立法院OpenData,,
王章記,臺南市第二選舉區,宗教聯盟,N,N,,,,,,,,,,,
童小芸,臺南市第三選舉區,中國國民黨,N,N,,,,https://zh.wikipedia.org/wiki/童小芸,,,,,,,
陳亭妃,臺南市第三選舉區,民主進步黨,Y,Y,1974-07-19,45,http://www.ly.gov.tw/Images/Legislators/90063.jpg,https://zh.wikipedia.org/wiki/陳亭妃,https://www.facebook.com/fififans/,長榮大學經營管理學研究所碩士;文化大學;家齊女中;中山國中;協進國小;,立法院OpenData,"第7、8屆立法委員;立法院民進黨團書記長、副書記長、副幹事長;立法院國防外交委員會召委;立法院教育文化委員會召委;民進黨中常委;民進黨中執委;民進黨2014市長議員選舉對策委員會委員;臺南市議員;
  ;",立法院OpenData,,
吳木,臺南市第三選舉區,宗教聯盟,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/42164683_2229754793976648_8634141973118189568_o.jpg?_nc_cat=101&_nc_oc=AQlK3ki7Q1tgphdv5dtyemiJOnYy-ymmpCi3AI-ascSsSSilPFYj5LX9RJwtTrk1tmYVkxUl5gTWajDGvZl47iqW&_nc_ht=scontent.ftpe7-4.fna&oh=a188d940457951e8643b9f93692d8aaa&oe=5E461FEB,,https://www.facebook.com/wumusinger/,,,,,,
林燕祝,臺南市第四選舉區,中國國民黨,N,N,1965-01-14,55,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/71346925_2365553370164662_9035056468457422848_o.jpg?_nc_cat=108&_nc_oc=AQl2k3KRkHg6USjuinbMGovreytgNc-roagw8gJtlyZ5Yom7I8LZ7YsWt1i0-DWwlwMop0vhhTeqIlbef40Fm5nh&_nc_ht=scontent.ftpe7-3.fna&oh=b9a5f9ddadc7ee0d6f2a0d06b8fb04e8&oe=5E449095,https://zh.wikipedia.org/wiki/林燕祝,https://www.facebook.com/misslin.tainan/,,,,,,
林宜瑾,臺南市第四選舉區,民主進步黨,N,N,1969-08-25,50,http://commons.wikimedia.org/wiki/Special:FilePath/Lin%2C%20I-Chin%20Tainan%20Taiwan%202014.jpg,https://zh.wikipedia.org/wiki/林宜瑾,https://www.facebook.com/ichin0825/,,,,,,
林志文,臺南市第四選舉區,一邊一國行動黨,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/69151326_2343518822432582_1530718965540585472_n.jpg?_nc_cat=107&_nc_oc=AQkpHyMb1-spmi-O0SCwslvt74aoNbfzdByaF02DPSv95kVcCydquF5mJ6OjQ92nJsVI111NAUjttw4_PyPD-rJv&_nc_ht=scontent.ftpe7-4.fna&oh=27ea6c622d6d25245a77825c6c480c26&oe=5E5041C8,,https://www.facebook.com/magic0320/,,,,,,
林淑娟,臺南市第四選舉區,宗教聯盟,N,N,,,,,,,,,,,
蔡明峰,臺南市第四選舉區,無黨籍,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/61513542_2279681825411421_8630405776772431872_o.jpg?_nc_cat=101&_nc_oc=AQncNcTXofNdYE1roGJrdCKal8Fbn59U9hZLJJp3qWoqb57tp8oNoyK946wJ-n-CacCxpOGj3mJiT3asN-xqrOA8&_nc_ht=scontent.ftpe7-4.fna&oh=e0eccf9b7ea82fd2d393978913da3804&oe=5E8B1DA6,,https://www.facebook.com/Tsaimingfengfans/,,,,,,
蔡淑惠,臺南市第五選舉區,中國國民黨,N,N,1967-01-22,53,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/73052216_1857561814390554_1574499426909552640_n.jpg?_nc_cat=102&_nc_oc=AQmvAvACyot9hvc4B-CHicRiYKxEKkqhGaqnM3kh7lWpSiFgJ_n1dDF2jQXfmE_8_Dig2EV0AQcd_nXYOSIRGR6C&_nc_ht=scontent.ftpe7-3.fna&oh=e313cf21ed3e76b1582ba56354b613e7&oe=5E4704A7,https://zh.wikipedia.org/wiki/蔡淑惠,https://www.facebook.com/TainanCityCouncilMember.Services/,,,,,,
林俊憲,臺南市第五選舉區,民主進步黨,Y,Y,1965-03-07,55,http://www.ly.gov.tw/Images/Legislators/90029.jpg,https://zh.wikipedia.org/wiki/林俊憲,https://www.facebook.com/seeklin/,"臺南一中畢業;國立成功大學企管系畢業;美國密蘇里大學企管碩士(u. of Missouri,MBA);臺大國家發展研究所博士班;",立法院OpenData,"臺南市第14、15、16屆議員(1997-2010);民進黨中央黨部發言人;賴清德競選市長執行總幹事;民進黨中央執行委員;長榮大學-國際企業系兼任講師;
  ;",立法院OpenData,,
李伯利,臺南市第五選舉區,安定力量,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/70465799_119483636098831_6079122175619497984_n.png?_nc_cat=101&_nc_oc=AQmfm27z4zLVnBFsB6iS9NQqQh_G694ZEIIt00_fg2s5C-Hn5z6Cs5fBwzMdfEpEltlxtfbEhq6v1xAQCPyCOdes&_nc_ht=scontent.ftpe7-4.fna&oh=6122dffb056ea3b6e09c20f591361592&oe=5E4B2736,,https://www.facebook.com/tainanlipoli/,,,,,,
陳致曉,臺南市第五選舉區,無黨籍,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/69370815_103057314398932_223541176467193856_n.jpg?_nc_cat=107&_nc_oc=AQlSp8CEFIvR3LQEwxN2l8ybEreVVb083HxG22-iSlO1tXyIAo-x1bKnJgJCrVoSLs22wc3sh_RmWAhXC30KoJ-t&_nc_ht=scontent.ftpe7-4.fna&oh=a4dfcb1e4a20f7dca00141b58761acf6&oe=5E4180E3,,https://www.facebook.com/%E9%99%B3%E8%87%B4%E6%9B%89-%E9%A1%98%E5%90%8C%E5%BC%B1%E5%B0%91%E9%AC%A5%E5%BC%B7%E6%AC%8A-%E5%8F%B0%E5%8D%97%E5%B8%82%E7%AB%8B%E5%A7%94%E5%8F%83%E9%81%B8%E4%BA%BA-102790324425631/,,,,,,
洪秀柱,臺南市第六選舉區,中國國民黨,N,Y,1948-04-07,72,http://www.ly.gov.tw/Images/Legislators/80043.jpg,https://zh.wikipedia.org/wiki/洪秀柱,https://www.facebook.com/ChuChuPepper/,美國密蘇里州立東北大學教育碩士;,立法院OpenData,1.秀峰國中、板橋國中、華僑中學教師兼訓導主任、教務主任;2.中國國民黨台北縣黨部婦工組組長、台灣省黨部編審;3.中央黨部青工會副主任、婦工會副主任、政策會立法院工作會副主任、政策會副執行長;4.第1、2、3、4、5、6、7屆立法委員;5.中國國民黨中央常,立法院OpenData,,
